name,boys,girls,total,gender
SASHA,258,5575,5833,0.04423109891993828
SAUL,1595,0,1595,1
SAXON,261,41,302,0.8642384105960265
SAYED,498,0,498,1
SCOTT,12058,0,12058,1
SEAMUS,688,0,688,1
SEAN,14183,0,14183,1
SEB,275,0,275,1
SEBASTIAN,18706,0,18706,1
SEBASTIEN,886,0,886,1
SENNEN,98,123,221,0.4434389140271493
SEREN,18,5547,5565,0.003234501347708895
SERGIO,218,0,218,1
SETH,6724,0,6724,1
SHAAN,679,220,899,0.7552836484983315
SHAE,733,297,1030,0.7116504854368932
SHAH,793,183,976,0.8125
SHAHID,222,0,222,1
SHAHZAIB,249,0,249,1
SHAI,278,152,430,0.6465116279069767
SHAKEEL,344,0,344,1
SHALOM,136,241,377,0.36074270557029176
SHANAY,3,282,285,0.010526315789473684
SHANE,6298,13,6311,0.9979401045793059
SHANNON,72,25289,25361,0.0028390047711052404
SHAQUILLE,379,0,379,1
SHAUN,5956,0,5956,1
SHAWN,719,0,719,1
SHAY,4121,255,4376,0.94172760511883
SHAYA,59,149,208,0.28365384615384615
SHAYAAN,462,0,462,1
SHAYAN,795,20,815,0.9754601226993865
SHAYE,291,132,423,0.6879432624113475
SHAYNE,678,25,703,0.9644381223328592
SHEA,1146,122,1268,0.9037854889589906
SHEIKH,651,280,931,0.6992481203007519
SHELBY,23,2524,2547,0.009030231645072634
SHELDON,520,35,555,0.9369369369369369
SHERIDAN,75,162,237,0.31645569620253167
SHILOH,303,308,611,0.4959083469721768
SHIMON,226,0,226,1
SHIV,440,0,440,1
SHIVAM,501,0,501,1
SHOAIB,528,0,528,1
SHOLA,3,304,307,0.009771986970684038
SHUAIB,307,0,307,1
SHYAM,263,0,263,1
SIAN,12,5854,5866,0.002045687009887487
SID,506,0,506,1
SIDDHARTH,269,0,269,1
SIDNEY,2553,220,2773,0.9206635412910206
SILAS,526,0,526,1
SIMEON,823,0,823,1
SIMON,4683,0,4683,1
SIMONE,46,1218,1264,0.03639240506329114
SIMRAN,123,3558,3681,0.03341483292583537
SION,1177,6,1183,0.9949281487743026
SIRAJ,204,0,204,1
SKY,103,2278,2381,0.04325913481730365
SKYE,68,10618,10686,0.006363466217480816
SKYLAR,20,1075,1095,0.0182648401826484
SKYLER,93,484,577,0.1611785095320624
SOHAIB,282,0,282,1
SOHAIL,714,0,714,1
SOL,815,15,830,0.9819277108433735
SOLOMON,2543,0,2543,1
SONNIE,404,0,404,1
SONNY,8387,0,8387,1
SOREN,290,0,290,1
SPENCER,5603,3,5606,0.9994648590795576
SPIKE,428,0,428,1
STACEY,7,2525,2532,0.002764612954186414
STACY,3,272,275,0.01090909090909091
STAN,321,0,321,1
STANISLAW,313,0,313,1
STANLEY,9433,0,9433,1
STAR,6,669,675,0.008888888888888889
STEFAN,2303,0,2303,1
STEFANO,218,0,218,1
STEFFAN,1126,0,1126,1
STEPHAN,300,0,300,1
STEPHEN,8181,0,8181,1
STEVE,346,0,346,1
STEVEN,6451,0,6451,1
STEVIE,409,1198,1607,0.2545115121344119
STEWART,441,0,441,1
STORM,226,663,889,0.2542182227221597
STUART,2300,0,2300,1
SUBHAAN,682,0,682,1
SUBHAN,1129,0,1129,1
SUFYAAN,547,0,547,1
SUFYAN,625,0,625,1
SUHAIB,241,0,241,1
SUHAIL,293,0,293,1
SUHAYB,223,0,223,1
SUKHRAJ,225,10,235,0.9574468085106383
SULAIMAN,992,0,992,1
SULAYMAN,498,0,498,1
SULEIMAN,234,0,234,1
SULEMAN,441,0,441,1
SULLIVAN,447,0,447,1
SULTAN,441,69,510,0.8647058823529412
SUNNY,556,203,759,0.7325428194993412
SURAJ,321,0,321,1
SYDNEY,464,3311,3775,0.12291390728476821
SYED,6182,34,6216,0.9945302445302445
SZYMON,1409,0,1409,1
TADHG,316,0,316,1
TAHA,743,3,746,0.9959785522788204
TAHIR,312,0,312,1
TAHMID,366,0,366,1
TAHSIN,71,137,208,0.34134615384615385
TAI,567,54,621,0.9130434782608695
TAIWO,117,100,217,0.5391705069124424
TALHA,848,0,848,1
TALHAH,218,0,218,1
TALIESIN,216,0,216,1
TAMAR,9,309,318,0.02830188679245283
TANAKA,151,76,227,0.6651982378854625
TANVEER,189,34,223,0.8475336322869955
TANVIR,274,17,291,0.9415807560137457
TARAN,915,65,980,0.9336734693877551
TARIK,256,0,256,1
TARIQ,816,0,816,1
TARUN,275,0,275,1
TARYN,70,579,649,0.10785824345146379
TATE,1172,181,1353,0.8662232076866223
TATUM,16,216,232,0.06896551724137931
TAYE,195,18,213,0.9154929577464789
TAYLA,84,2634,2718,0.03090507726269316
TAYLAN,561,0,561,1
TAYLER,407,382,789,0.5158428390367554
TAYLOR,12876,6677,19553,0.6585178744949625
TAYYAB,364,0,364,1
TEAGAN,53,1865,1918,0.027632950990615225
TED,2594,0,2594,1
TEDDIE,677,33,710,0.9535211267605633
TEDDY,5572,42,5614,0.9925187032418953
TEEGAN,35,895,930,0.03763440860215054
TEEJAY,303,0,303,1
TEGAN,97,6285,6382,0.015198997179567533
TEIGAN,17,1572,1589,0.010698552548772814
TEMILOLUWA,114,167,281,0.40569395017793597
TEMITOPE,90,180,270,0.3333333333333333
TEO,346,0,346,1
TERENCE,676,0,676,1
TERRELL,290,0,290,1
TERRY,969,3,972,0.9969135802469136
THEO,17433,0,17433,1
THEODOR,238,0,238,1
THEODORE,8483,0,8483,1
THIERRY,419,11,430,0.9744186046511628
THOMAS,137103,0,137103,1
TIAGO,656,0,656,1
TIAN,156,107,263,0.5931558935361216
TIEGAN,3,1621,1624,0.0018472906403940886
TIERNAN,279,0,279,1
TIERNEY,7,545,552,0.012681159420289856
TIGER,193,118,311,0.6205787781350482
TIM,357,0,357,1
TIMOTHY,5116,0,5116,1
TIMUR,265,0,265,1
TINASHE,178,58,236,0.7542372881355932
TJ,214,0,214,1
TOBEY,324,0,324,1
TOBI,297,12,309,0.9611650485436893
TOBIAS,7826,0,7826,1
TOBY,23394,116,23510,0.9950659293917482
TODD,1476,0,1476,1
TOM,9054,0,9054,1
TOMAS,3358,0,3358,1
TOMASZ,657,0,657,1
TOMMIE,469,0,469,1
TOMMY,11331,3,11334,0.9997353096876654
TOMMY-LEE,592,0,592,1
TOMOS,2281,0,2281,1
TONI,25,2521,2546,0.009819324430479183
TONY,1956,0,1956,1
TORIN,494,3,497,0.993963782696177
TRAVIS,4222,0,4222,1
TRE,272,0,272,1
TRENT,343,0,343,1
TREVOR,379,0,379,1
TREY,740,0,740,1
TRINITY,7,2246,2253,0.0031069684864624943
TRISTAN,6913,0,6913,1
TRISTEN,282,0,282,1
TROY,3191,3,3194,0.9990607388854101
TRYSTAN,526,0,526,1
TY,1125,7,1132,0.9938162544169611
TYE,662,9,671,0.9865871833084948
TYLA,395,594,989,0.3993933265925177
TYLER,38021,1726,39747,0.956575339019297
TYLER-JAMES,589,0,589,1
TYLER-JAY,291,0,291,1
TYLOR,314,0,314,1
TYMON,376,0,376,1
TYMOTEUSZ,288,0,288,1
TYREECE,676,0,676,1
TYREESE,261,0,261,1
TYRELL,1013,0,1013,1
TYRESE,1819,5,1824,0.9972587719298246
TYRON,314,0,314,1
TYRONE,1445,0,1445,1
TYSON,296,0,296,1
UBAID,287,0,287,1
UMAIR,819,0,819,1
UMAR,3309,0,3309,1
UMER,266,0,266,1
USAMAH,206,0,206,1
USMAAN,409,0,409,1
USMAN,1740,0,1740,1
UTHMAN,273,0,273,1
UWAIS,360,0,360,1
UZAIR,1155,0,1155,1
VALENTINE,126,91,217,0.5806451612903226
VALENTINO,440,0,440,1
VARUN,284,0,284,1
VAUGHAN,253,0,253,1
VEER,611,0,611,1
VICTOR,2456,0,2456,1
VIHAAN,336,0,336,1
VIKRAM,211,0,211,1
VIKTOR,365,0,365,1
VINAY,342,0,342,1
VINCENT,4072,0,4072,1
VINCENZO,322,0,322,1
VINNIE,2257,0,2257,1
VINNY,643,0,643,1
VIRAJ,215,0,215,1
VISHAL,330,0,330,1
VIVAAN,265,0,265,1
VIVEK,274,0,274,1
VIVIAN,10,350,360,0.027777777777777776
WADE,582,3,585,0.9948717948717949
WALEED,435,0,435,1
WALID,297,0,297,1
WALTER,631,0,631,1
WAQAS,228,0,228,1
WARREN,2474,0,2474,1
WARWICK,239,0,239,1
WASEEM,227,0,227,1
WASIM,290,0,290,1
WAYNE,859,0,859,1
WESLEY,2002,0,2002,1
WIKTOR,814,0,814,1
WIL,258,0,258,1
WILBUR,294,0,294,1
WILF,336,0,336,1
WILFRED,1855,0,1855,1
WILL,2920,0,2920,1
WILLEM,436,0,436,1
WILLIAM,95869,0,95869,1
WILLOW,30,8202,8232,0.0036443148688046646
WILSON,572,0,572,1
WINSTON,343,0,343,1
WINTER,28,227,255,0.10980392156862745
WOJCIECH,326,0,326,1
WOODY,934,0,934,1
WREN,47,440,487,0.09650924024640657
WYATT,1145,0,1145,1
XANDER,1763,0,1763,1
XAVIER,3526,0,3526,1
XIN,46,267,313,0.14696485623003194
YAHYA,2340,0,2340,1
YANIS,263,0,263,1
YAQUB,582,0,582,1
YASEEN,1073,0,1073,1
YASH,661,0,661,1
YASIN,1193,0,1193,1
YASIR,671,0,671,1
YASSER,258,0,258,1
YASSIN,338,14,352,0.9602272727272727
YEHUDA,365,0,365,1
YI,173,194,367,0.4713896457765668
YISROEL,296,0,296,1
YOSEF,359,0,359,1
YOUCEF,213,0,213,1
YOUNES,248,0,248,1
YOUSAF,380,0,380,1
YOUSEF,775,0,775,1
YOUSIF,370,0,370,1
YOUSSEF,436,0,436,1
YOUSUF,805,0,805,1
YU,260,271,531,0.4896421845574388
YUNUS,812,0,812,1
YUSEF,295,0,295,1
YUSUF,6116,0,6116,1
YUVRAJ,967,0,967,1
ZAC,5445,0,5445,1
ZACH,3570,0,3570,1
ZACHARIA,299,0,299,1
ZACHARIAH,2136,0,2136,1
ZACHARIAS,326,0,326,1
ZACHARY,18803,0,18803,1
ZACHERY,526,0,526,1
ZACK,5381,0,5381,1
ZACKARY,782,0,782,1
ZACKERY,301,0,301,1
ZAHID,305,0,305,1
ZAID,966,0,966,1
ZAIN,5529,6,5535,0.9989159891598915
ZAINE,308,0,308,1
ZAK,8875,0,8875,1
ZAKARIA,1429,0,1429,1
ZAKARIAH,284,0,284,1
ZAKARIYA,2487,0,2487,1
ZAKARIYAH,216,0,216,1
ZAKARIYYA,477,0,477,1
ZAKARY,427,0,427,1
ZAKI,676,0,676,1
ZAKIR,516,0,516,1
ZAKK,354,0,354,1
ZANDER,469,0,469,1
ZANE,1929,0,1929,1
ZAVIER,276,0,276,1
ZAYAAN,402,0,402,1
ZAYAN,833,0,833,1
ZAYD,984,0,984,1
ZAYN,1559,0,1559,1
ZAYNE,361,0,361,1
ZAYYAN,251,0,251,1
ZECHARIAH,202,0,202,1
ZEESHAN,936,0,936,1
ZESHAN,210,0,210,1
ZHI,188,105,293,0.6416382252559727
ZI,212,209,421,0.503562945368171
ZIA,162,275,437,0.3707093821510298
ZIDANE,220,0,220,1
ZIGGY,272,7,279,0.974910394265233
ZION,928,104,1032,0.8992248062015504
ZIYAD,238,0,238,1
ZOHAIB,475,0,475,1
ZUBAIR,468,0,468,1
AAISHA,0,609,609,0
AAISHAH,0,237,237,0
AALIA,0,299,299,0
AALIYA,0,517,517,0
AALIYAH,0,7214,7214,0
AAMINA,0,983,983,0
AAMINAH,0,1516,1516,0
AAMNA,0,394,394,0
AANYA,0,513,513,0
AASIYAH,0,310,310,0
ABBEY,0,2785,2785,0
ABBI,0,1140,1140,0
ABBIE,0,15492,15492,0
ABBIGAIL,0,563,563,0
ABBY,0,4556,4556,0
ABI,0,1525,1525,0
ABIDA,0,429,429,0
ABIGAEL,0,203,203,0
ABIGAIL,0,40352,40352,0
ABIGALE,0,292,292,0
ABIGAYLE,0,282,282,0
ACACIA,0,385,385,0
ADEENA,0,204,204,0
ADELA,0,267,267,0
ADELAIDE,0,665,665,0
ADELE,0,1811,1811,0
ADELINA,0,227,227,0
ADELINE,0,242,242,0
ADELLE,0,233,233,0
ADINA,0,326,326,0
ADITI,0,361,361,0
ADRIANA,0,919,919,0
ADRIANNA,0,427,427,0
ADRIENNE,0,232,232,0
AERYN,0,301,301,0
AFIA,0,259,259,0
AFREEN,0,280,280,0
AFSANA,0,328,328,0
AGATA,0,285,285,0
AGATHA,0,602,602,0
AGNES,0,877,877,0
AHLAM,0,254,254,0
AICHA,0,268,268,0
AIDA,0,336,336,0
AIESHA,0,220,220,0
AILA,0,469,469,0
AILISH,0,322,322,0
AILSA,0,554,554,0
AIMEE,0,14681,14681,0
AIMEE-LEIGH,0,214,214,0
AIMIE,0,307,307,0
AINE,0,624,624,0
AISHA,0,9701,9701,0
AISHAH,0,1435,1435,0
AISLING,0,797,797,0
AIYANA,0,250,250,0
AIYSHA,0,247,247,0
AIZA,0,1232,1232,0
AIZAH,0,848,848,0
ALAINA,0,420,420,0
ALANA,0,4218,4218,0
ALANAH,0,560,560,0
ALANIS,0,327,327,0
ALANNA,0,1312,1312,0
ALANNAH,0,1661,1661,0
ALARA,0,377,377,0
ALARNA,0,298,298,0
ALAW,0,258,258,0
ALAYNA,0,799,799,0
ALBA,0,819,819,0
ALEAH,0,379,379,0
ALECIA,0,238,238,0
ALEEMA,0,207,207,0
ALEENA,0,3428,3428,0
ALEESHA,0,1008,1008,0
ALEEZA,0,1247,1247,0
ALEISHA,0,779,779,0
ALEKSANDRA,0,1226,1226,0
ALENA,0,349,349,0
ALESHA,0,2503,2503,0
ALESSANDRA,0,430,430,0
ALESSIA,0,1021,1021,0
ALETHEA,0,202,202,0
ALEXA,0,3320,3320,0
ALEXANDRA,0,16151,16151,0
ALEXANDRIA,0,1077,1077,0
ALEXIA,0,3227,3227,0
ALEYNA,0,332,332,0
ALIA,0,884,884,0
ALICE,0,33146,33146,0
ALICIA,0,11711,11711,0
ALICJA,0,1259,1259,0
ALIESHA,0,251,251,0
ALIMA,0,314,314,0
ALINA,0,2104,2104,0
ALISA,0,733,733,0
ALISHA,0,13275,13275,0
ALISHBA,0,1232,1232,0
ALISHIA,0,274,274,0
ALISIA,0,300,300,0
ALISON,0,1113,1113,0
ALISSA,0,837,837,0
ALISSIA,0,428,428,0
ALIVIA,0,723,723,0
ALIYA,0,1528,1528,0
ALIYAH,0,3432,3432,0
ALIZA,0,1766,1766,0
ALLANA,0,341,341,0
ALLANAH,0,245,245,0
ALLEGRA,0,602,602,0
ALLIYAH,0,208,208,0
ALMA,0,512,512,0
ALYA,0,228,228,0
ALYCIA,0,266,266,0
ALYS,0,1077,1077,0
ALYSHA,0,1297,1297,0
ALYSIA,0,530,530,0
ALYSSA,0,4700,4700,0
ALYSSIA,0,1040,1040,0
AMALIA,0,587,587,0
AMALIE,0,653,653,0
AMANA,0,252,252,0
AMANDA,0,2074,2074,0
AMARAH,0,367,367,0
AMAYA,0,1818,1818,0
AMAYAH,0,239,239,0
AMBA,0,305,305,0
AMBER,0,26041,26041,0
AMBER-ROSE,0,358,358,0
AMEENA,0,498,498,0
AMEERA,0,1253,1253,0
AMEERAH,0,547,547,0
AMELIA,0,63548,63548,0
AMELIA-GRACE,0,270,270,0
AMELIA-ROSE,0,1185,1185,0
AMELIE,0,12245,12245,0
AMENA,0,212,212,0
AMI,0,792,792,0
AMIE,0,2875,2875,0
AMIEE,0,459,459,0
AMILIA,0,202,202,0
AMINA,0,4613,4613,0
AMINAH,0,2159,2159,0
AMINATA,0,230,230,0
AMIRA,0,3045,3045,0
AMIRAH,0,1810,1810,0
AMISHA,0,232,232,0
AMIYA,0,217,217,0
AMIYAH,0,306,306,0
AMMAARAH,0,405,405,0
AMMARA,0,363,363,0
AMMARAH,0,498,498,0
AMNA,0,1403,1403,0
AMREEN,0,208,208,0
AMRITA,0,615,615,0
AMY,0,50479,50479,0
AMY-LEIGH,0,340,340,0
AMY-LOUISE,0,348,348,0
ANA,0,1813,1813,0
ANABEL,0,432,432,0
ANABELLA,0,228,228,0
ANABELLE,0,716,716,0
ANAIS,0,1819,1819,0
ANAIYA,0,504,504,0
ANANYA,0,464,464,0
ANASTASIA,0,2580,2580,0
ANASTAZJA,0,201,201,0
ANAYA,0,2355,2355,0
ANAYAH,0,697,697,0
ANDREEA,0,226,226,0
ANEEKA,0,287,287,0
ANEEQA,0,239,239,0
ANEESA,0,906,906,0
ANEESAH,0,431,431,0
ANEESHA,0,212,212,0
ANGELA,0,1583,1583,0
ANGELICA,0,1105,1105,0
ANGELIKA,0,229,229,0
ANGELINA,0,1779,1779,0
ANGHARAD,0,882,882,0
ANIA,0,352,352,0
ANIELA,0,236,236,0
ANIKA,0,1492,1492,0
ANIQA,0,316,316,0
ANISA,0,2210,2210,0
ANISAH,0,878,878,0
ANISHA,0,1540,1540,0
ANITA,0,907,907,0
ANIYA,0,326,326,0
ANIYAH,0,411,411,0
ANJA,0,412,412,0
ANJALI,0,886,886,0
ANN,0,695,695,0
ANNA,0,22670,22670,0
ANNABEL,0,8743,8743,0
ANNABELL,0,357,357,0
ANNABELLA,0,1367,1367,0
ANNABELLE,0,9879,9879,0
ANNALIESE,0,411,411,0
ANNALISE,0,1849,1849,0
ANNE,0,852,852,0
ANNELIESE,0,298,298,0
ANNELISE,0,242,242,0
ANNE-MARIE,0,324,324,0
ANNIE,0,7330,7330,0
ANNIKA,0,621,621,0
ANNIYAH,0,267,267,0
ANN-MARIE,0,262,262,0
ANOUK,0,234,234,0
ANOUSHKA,0,643,643,0
ANTONIA,0,2963,2963,0
ANTONINA,0,410,410,0
ANUM,0,453,453,0
ANUSHA,0,296,296,0
ANUSHKA,0,527,527,0
ANWEN,0,524,524,0
ANYA,0,6461,6461,0
AOIFE,0,3136,3136,0
APRIL,0,3493,3493,0
AQSA,0,1360,1360,0
ARABELLA,0,3300,3300,0
AREEBA,0,489,489,0
AREEJ,0,211,211,0
AREESHA,0,228,228,0
ARIANA,0,2328,2328,0
ARIANE,0,265,265,0
ARIANNA,0,1333,1333,0
ARIANNE,0,363,363,0
ARIELLA,0,647,647,0
ARIELLE,0,292,292,0
ARISHA,0,378,378,0
ARISSA,0,401,401,0
AROOJ,0,385,385,0
AROUSH,0,356,356,0
ARWA,0,384,384,0
ARWEN,0,625,625,0
ASHLYN,0,359,359,0
ASIA,0,841,841,0
ASIYA,0,733,733,0
ASIYAH,0,293,293,0
ASMA,0,1007,1007,0
ASMAA,0,437,437,0
ASTRID,0,786,786,0
ASYA,0,278,278,0
ATHENA,0,1168,1168,0
ATIYA,0,262,262,0
ATLANTA,0,623,623,0
AUBREE,0,252,252,0
AUDREY,0,983,983,0
AURELIA,0,1053,1053,0
AURORA,0,1659,1659,0
AUTUMN,0,2846,2846,0
AVA,0,30523,30523,0
AVA-GRACE,0,401,401,0
AVA-MAE,0,469,469,0
AVANI,0,440,440,0
AVA-ROSE,0,702,702,0
AVNI,0,299,299,0
AYA,0,1135,1135,0
AYAH,0,800,800,0
AYANA,0,600,600,0
AYANNA,0,247,247,0
AYDA,0,328,328,0
AYESHA,0,4755,4755,0
AYISHA,0,332,332,0
AYLA,0,2401,2401,0
AYLIN,0,229,229,0
AYRA,0,325,325,0
AYSE,0,500,500,0
AYSHA,0,1929,1929,0
AYVA,0,314,314,0
AZARIA,0,243,243,0
AZRA,0,362,362,0
BARBARA,0,423,423,0
BEA,0,245,245,0
BEATRICE,0,6469,6469,0
BEATRIX,0,1655,1655,0
BEATRIZ,0,436,436,0
BECA,0,290,290,0
BECKY,0,970,970,0
BELINDA,0,327,327,0
BELLA,0,6791,6791,0
BELLA-ROSE,0,450,450,0
BELLE,0,1328,1328,0
BERFIN,0,229,229,0
BERNADETTE,0,349,349,0
BERNICE,0,231,231,0
BESSIE,0,259,259,0
BETH,0,6149,6149,0
BETHAN,0,7576,7576,0
BETHANIE,0,944,944,0
BETHANY,0,40768,40768,0
BETSY,0,2383,2383,0
BETTY,0,974,974,0
BEVERLEY,0,284,284,0
BIANCA,0,1186,1186,0
BIANKA,0,255,255,0
BIBI,0,614,614,0
BILLIE-JO,0,670,670,0
BISMA,0,297,297,0
BISMAH,0,249,249,0
BLANKA,0,297,297,0
BLOSSOM,0,737,737,0
BLUEBELL,0,262,262,0
BONITA,0,240,240,0
BONNIE,0,3350,3350,0
BREANNA,0,472,472,0
BREE,0,278,278,0
BRIANA,0,310,310,0
BRIANNA,0,1496,1496,0
BRIDGET,0,1052,1052,0
BRIDIE,0,815,815,0
BRIONY,0,1050,1050,0
BRITNEY,0,999,999,0
BRITTANY,0,1724,1724,0
BRONTE,0,871,871,0
BRONWEN,0,576,576,0
BRONWYN,0,920,920,0
BRYONY,0,2907,2907,0
BUSHRA,0,728,728,0
CADENCE,0,373,373,0
CADI,0,505,505,0
CAITLAN,0,656,656,0
CAITLIN,0,27961,27961,0
CAITLYN,0,4814,4814,0
CALISTA,0,239,239,0
CALLIE,0,1494,1494,0
CAMILLA,0,1041,1041,0
CANDICE,0,684,684,0
CAOIMHE,0,719,719,0
CAPRICE,0,462,462,0
CARA,0,5112,5112,0
CARI,0,389,389,0
CARINA,0,398,398,0
CARIS,0,290,290,0
CARLA,0,2642,2642,0
CARLEY,0,367,367,0
CARLIE,0,343,343,0
CARLY,0,2352,2352,0
CARMEL,0,331,331,0
CARMEN,0,1815,1815,0
CAROLINA,0,447,447,0
CAROLINE,0,1805,1805,0
CARRIE,0,848,848,0
CARYS,0,4513,4513,0
CASEY-LEIGH,0,211,211,0
CASSANDRA,0,879,879,0
CASSIA,0,393,393,0
CASSIE,0,1672,1672,0
CATALINA,0,251,251,0
CATHERINE,0,7429,7429,0
CATRIN,0,1444,1444,0
CATRIONA,0,676,676,0
CAYLA,0,242,242,0
CECILIA,0,1008,1008,0
CECILY,0,726,726,0
CELESTE,0,653,653,0
CELIA,0,620,620,0
CELINA,0,265,265,0
CELINE,0,861,861,0
CERYS,0,6981,6981,0
CHANA,0,293,293,0
CHANEL,0,1650,1650,0
CHANELLE,0,1389,1389,0
CHANICE,0,227,227,0
CHANTAL,0,334,334,0
CHANTE,0,288,288,0
CHANTEL,0,662,662,0
CHANTELLE,0,4622,4622,0
CHARDONNAY,0,493,493,0
CHARIS,0,870,870,0
CHARLEIGH,0,604,604,0
CHARLENE,0,645,645,0
CHARLIZE,0,282,282,0
CHARLOTTE,0,71853,71853,0
CHARMAINE,0,652,652,0
CHAYA,0,636,636,0
CHELSEA,0,12593,12593,0
CHELSEY,0,1692,1692,0
CHELSIE,0,1172,1172,0
CHELSY,0,217,217,0
CHERIE,0,257,257,0
CHERISE,0,277,277,0
CHERISH,0,258,258,0
CHERRY,0,585,585,0
CHERYL,0,341,341,0
CHEYANNE,0,365,365,0
CHIARA,0,1078,1078,0
CHIOMA,0,201,201,0
CHLOE,0,100980,100980,0
CHLOE-LOUISE,0,279,279,0
CHRISTABEL,0,320,320,0
CHRISTIANA,0,443,443,0
CHRISTINA,0,2681,2681,0
CHRISTINE,0,1054,1054,0
CHYNA,0,383,383,0
CIARA,0,5134,5134,0
CICELY,0,309,309,0
CIENNA,0,323,323,0
CIERA,0,207,207,0
CINDY,0,400,400,0
CLAIRE,0,2799,2799,0
CLARA,0,4252,4252,0
CLARE,0,1062,1062,0
CLARICE,0,314,314,0
CLARISSA,0,660,660,0
CLAUDIA,0,4644,4644,0
CLEMENTINE,0,1168,1168,0
CLEO,0,1607,1607,0
CLODAGH,0,294,294,0
CLOE,0,415,415,0
COCO,0,869,869,0
COLETTE,0,411,411,0
COLLEEN,0,226,226,0
CONNIE,0,5394,5394,0
CONSTANCE,0,2822,2822,0
CORA,0,1646,1646,0
CORAL,0,1015,1015,0
CORALIE,0,210,210,0
CORDELIA,0,759,759,0
CORINNE,0,337,337,0
COURTENEY,0,803,803,0
CRISTINA,0,356,356,0
CRYSTAL,0,2844,2844,0
CYDNEY,0,463,463,0
CYNTHIA,0,262,262,0
DAHLIA,0,257,257,0
DAISIE,0,751,751,0
DAISY,0,33890,33890,0
DAISY-MAE,0,655,655,0
DAISY-MAI,0,237,237,0
DAISY-MAY,0,626,626,0
DALIA,0,366,366,0
DANIA,0,388,388,0
DANICA,0,338,338,0
DANIELA,0,1075,1075,0
DANIELLA,0,3664,3664,0
DANIELLE,0,13135,13135,0
DANIKA,0,363,363,0
DANNIELLA,0,289,289,0
DANNIELLE,0,498,498,0
DANYA,0,219,219,0
DAPHNE,0,514,514,0
DARCI,0,737,737,0
DARCIE,0,5113,5113,0
DARIA,0,763,763,0
DAVINA,0,1054,1054,0
DAWN,0,317,317,0
DAYNA,0,569,569,0
DEANNA,0,1226,1226,0
DEBBIE,0,274,274,0
DEBORAH,0,1701,1701,0
DEENA,0,208,208,0
DELIA,0,204,204,0
DELILAH,0,1749,1749,0
DELLA,0,211,211,0
DELPHINE,0,202,202,0
DEMI,0,8172,8172,0
DEMI-LEA,0,223,223,0
DEMI-LEE,0,411,411,0
DEMI-LEIGH,0,1402,1402,0
DENISA,0,274,274,0
DENISE,0,383,383,0
DESIREE,0,204,204,0
DIANA,0,1747,1747,0
DIANE,0,208,208,0
DILARA,0,329,329,0
DINA,0,574,574,0
DIONNE,0,732,732,0
DIXIE,0,311,311,0
DOLCIE,0,482,482,0
DOLLY,0,932,932,0
DOMINIKA,0,461,461,0
DONNA,0,404,404,0
DORA,0,357,357,0
DOROTHY,0,903,903,0
DOTTIE,0,204,204,0
DUA,0,373,373,0
DUAA,0,225,225,0
DULCIE,0,851,851,0
EADIE,0,479,479,0
EBONI,0,265,265,0
EBONIE,0,426,426,0
EBONY,0,6293,6293,0
EDIE,0,2560,2560,0
EDITH,0,2923,2923,0
EESHA,0,495,495,0
EFA,0,390,390,0
EFFIE,0,680,680,0
EILEEN,0,379,379,0
EILIDH,0,498,498,0
EILISH,0,238,238,0
EILIYAH,0,323,323,0
EIRA,0,395,395,0
EISHA,0,203,203,0
ELA,0,1343,1343,0
ELAINA,0,368,368,0
ELAINE,0,352,352,0
ELANA,0,493,493,0
ELANOR,0,245,245,0
ELEANOR,0,32409,32409,0
ELEN,0,578,578,0
ELENA,0,4997,4997,0
ELENI,0,752,752,0
ELERI,0,696,696,0
ELIANA,0,1426,1426,0
ELICIA,0,592,592,0
ELIF,0,734,734,0
ELIN,0,1633,1633,0
ELINA,0,553,553,0
ELINOR,0,1293,1293,0
ELISA,0,1386,1386,0
ELISABETH,0,1417,1417,0
ELISE,0,7767,7767,0
ELISIA,0,308,308,0
ELISSA,0,1279,1279,0
ELISSIA,0,239,239,0
ELIZ,0,205,205,0
ELIZA,0,9490,9490,0
ELIZABETH,0,30763,30763,0
ELLA,0,51887,51887,0
ELLA-GRACE,0,264,264,0
ELLA-LOUISE,0,947,947,0
ELLA-MAE,0,803,803,0
ELLA-MAI,0,331,331,0
ELLA-MAY,0,555,555,0
ELLA-ROSE,0,1214,1214,0
ELLE,0,4946,4946,0
ELLEN,0,8147,8147,0
ELLENA,0,1313,1313,0
ELLENOR,0,266,266,0
ELLESSE,0,329,329,0
ELLI,0,431,431,0
ELLICE,0,203,203,0
ELLIE,0,56310,56310,0
ELLIE-LOUISE,0,455,455,0
ELLIE-MAE,0,2564,2564,0
ELLIE-MAI,0,1112,1112,0
ELLIE-MARIE,0,224,224,0
ELLIEMAY,0,212,212,0
ELLIE-MAY,0,2565,2565,0
ELLIE-ROSE,0,530,530,0
ELLISE,0,597,597,0
ELLISHA,0,328,328,0
ELLOISE,0,201,201,0
ELLOUISE,0,457,457,0
ELLY,0,534,534,0
ELODIE,0,2217,2217,0
ELOISA,0,309,309,0
ELOISE,0,10135,10135,0
ELORA,0,273,273,0
ELOUISE,0,910,910,0
ELSA,0,2874,2874,0
ELSIE,0,7994,7994,0
ELSIE-MAE,0,284,284,0
ELSIE-MAY,0,237,237,0
ELSPETH,0,853,853,0
