name,boys,girls,total,gender
SADIA,0,1251,1251,0
SADIE,0,5317,5317,0
SADIYA,0,248,248,0
SADIYAH,0,316,316,0
SAFAA,0,1024,1024,0
SAFAH,0,523,523,0
SAFFA,0,257,257,0
SAFFRON,0,3715,3715,0
SAFIA,0,1183,1183,0
SAFIYA,0,1226,1226,0
SAFIYAH,0,580,580,0
SAFIYYA,0,216,216,0
SAFIYYAH,0,967,967,0
SAHAR,0,632,632,0
SAHARA,0,461,461,0
SAHRA,0,360,360,0
SAIMA,0,848,848,0
SAIRA,0,1096,1096,0
SAKINA,0,421,421,0
SALEHA,0,212,212,0
SALIHA,0,241,241,0
SALINA,0,216,216,0
SALLY,0,2068,2068,0
SALMA,0,2119,2119,0
SALWA,0,232,232,0
SAMA,0,298,298,0
SAMAH,0,316,316,0
SAMANTA,0,296,296,0
SAMANTHA,0,12044,12044,0
SAMARA,0,786,786,0
SAMEEHA,0,308,308,0
SAMEERA,0,340,340,0
SAMIA,0,746,746,0
SAMIHA,0,527,527,0
SAMINA,0,356,356,0
SAMIRA,0,1209,1209,0
SAMIRAH,0,318,318,0
SAMIYA,0,527,527,0
SAMIYAH,0,320,320,0
SANAA,0,736,736,0
SANAH,0,553,553,0
SANDRA,0,845,845,0
SANIA,0,493,493,0
SANIYA,0,425,425,0
SANJANA,0,292,292,0
SANNA,0,345,345,0
SANYA,0,295,295,0
SAOIRSE,0,904,904,0
SAPPHIRE,0,1792,1792,0
SARA,0,9377,9377,0
SARAH,0,23895,23895,0
SARAH-JANE,0,332,332,0
SARAH-LOUISE,0,238,238,0
SARINA,0,503,503,0
SASKIA,0,3370,3370,0
SAVANAH,0,212,212,0
SAVANNA,0,883,883,0
SAVANNAH,0,5398,5398,0
SCARLET,0,4049,4049,0
SCARLETT,0,24123,24123,0
SCARLETTE,0,293,293,0
SCARLETT-ROSE,0,412,412,0
SEHAR,0,275,275,0
SEHER,0,259,259,0
SEHRISH,0,236,236,0
SELENA,0,577,577,0
SELIN,0,438,438,0
SELINA,0,1422,1422,0
SELMA,0,271,271,0
SERAPHINA,0,249,249,0
SERENA,0,2669,2669,0
SERENITY,0,425,425,0
SHAKIRA,0,1375,1375,0
SHANA,0,411,411,0
SHANAE,0,389,389,0
SHANAI,0,232,232,0
SHANAYA,0,449,449,0
SHANELLE,0,358,358,0
SHANI,0,384,384,0
SHANIA,0,2694,2694,0
SHANICE,0,1574,1574,0
SHANIYA,0,269,269,0
SHANNAN,0,305,305,0
SHANNEN,0,213,213,0
SHANTELLE,0,275,275,0
SHARMIN,0,216,216,0
SHARNA,0,920,920,0
SHARON,0,853,853,0
SHAUNA,0,3020,3020,0
SHAUNNA,0,231,231,0
SHAYLA,0,820,820,0
SHAYNA,0,370,370,0
SHAZIA,0,214,214,0
SHEENA,0,206,206,0
SHELBIE,0,221,221,0
SHELLEY,0,383,383,0
SHIANNE,0,213,213,0
SHIFA,0,295,295,0
SHIVANI,0,848,848,0
SHONA,0,1479,1479,0
SHREYA,0,890,890,0
SHRIYA,0,392,392,0
SHYANNE,0,233,233,0
SHYLA,0,390,390,0
SIA,0,345,345,0
SIANA,0,305,305,0
SIANNA,0,353,353,0
SIDRA,0,566,566,0
SIDRAH,0,299,299,0
SIENA,0,970,970,0
SIENNA,0,16536,16536,0
SIENNA-ROSE,0,363,363,0
SIHAM,0,242,242,0
SILVIA,0,212,212,0
SIMONA,0,347,347,0
SIMRA,0,445,445,0
SIMRAH,0,342,342,0
SINEAD,0,2810,2810,0
SIOBHAN,0,2022,2022,0
SIONED,0,339,339,0
SIYA,0,286,286,0
SKYLA,0,2043,2043,0
SNEHA,0,281,281,0
SOFIA,0,14363,14363,0
SOFIE,0,579,579,0
SOFIJA,0,226,226,0
SOHA,0,253,253,0
SOMMER,0,327,327,0
SONIA,0,1421,1421,0
SONYA,0,228,228,0
SOPHIA,0,28077,28077,0
SOPHIE,0,89581,89581,0
SOPHIE-LOUISE,0,215,215,0
SORAYA,0,763,763,0
SORCHA,0,452,452,0
STACIE,0,356,356,0
STARR,0,272,272,0
STEFANIA,0,218,218,0
STEFANIE,0,202,202,0
STELLA,0,2136,2136,0
STEPHANIE,0,8594,8594,0
SUHANA,0,236,236,0
SUKHMANI,0,323,323,0
SUKI,0,243,243,0
SUMAIYA,0,784,784,0
SUMAIYAH,0,543,543,0
SUMAYA,0,1339,1339,0
SUMAYAH,0,338,338,0
SUMAYYA,0,406,406,0
SUMAYYAH,0,1457,1457,0
SUMMER,0,18854,18854,0
SUMMER-LOUISE,0,237,237,0
SUMMER-ROSE,0,483,483,0
SURAIYA,0,254,254,0
SURAYA,0,300,300,0
SURI,0,204,204,0
SUSAN,0,741,741,0
SUSANNA,0,561,561,0
SUSANNAH,0,923,923,0
SUSIE,0,227,227,0
SUZANNA,0,450,450,0
SUZANNAH,0,313,313,0
SUZANNE,0,517,517,0
SUZIE,0,251,251,0
SYDNIE,0,211,211,0
SYEDA,0,3155,3155,0
SYLVIA,0,630,630,0
SYLVIE,0,1018,1018,0
TABATHA,0,348,348,0
TABITHA,0,4631,4631,0
TAHIRA,0,360,360,0
TAHLIA,0,870,870,0
TAHMINA,0,350,350,0
TAIBA,0,340,340,0
TALA,0,243,243,0
TALIA,0,3164,3164,0
TALIAH,0,315,315,0
TALISHA,0,231,231,0
TALITHA,0,445,445,0
TALIYAH,0,380,380,0
TALLULAH,0,2824,2824,0
TALYA,0,271,271,0
TAMANNA,0,377,377,0
TAMARA,0,2939,2939,0
TAMERA,0,253,253,0
TAMIA,0,383,383,0
TAMIKA,0,344,344,0
TAMMY,0,710,710,0
TAMSIN,0,1605,1605,0
TAMSYN,0,230,230,0
TAMZIN,0,1972,1972,0
TANIA,0,748,748,0
TANISHA,0,1924,1924,0
TANVI,0,265,265,0
TANYA,0,1796,1796,0
TARA,0,4490,4490,0
TASHA,0,325,325,0
TASLIMA,0,257,257,0
TASMIN,0,427,427,0
TASNEEM,0,635,635,0
TASNIA,0,338,338,0
TASNIM,0,925,925,0
TATIANA,0,730,730,0
TAYA,0,1257,1257,0
TAYAH,0,427,427,0
TAYBAH,0,320,320,0
TAYLAH,0,244,244,0
TAYYIBAH,0,408,408,0
TAZMIN,0,403,403,0
TEHYA,0,285,285,0
TERESA,0,554,554,0
TERI,0,376,376,0
TERRI,0,658,658,0
TESS,0,1251,1251,0
TESSA,0,1210,1210,0
THALIA,0,976,976,0
THEA,0,4798,4798,0
THEIA,0,228,228,0
THEODORA,0,508,508,0
THERESA,0,502,502,0
TIA,0,14554,14554,0
TIAH,0,337,337,0
TIA-LOUISE,0,223,223,0
TIANA,0,2678,2678,0
TIANNA,0,2045,2045,0
TIARA,0,227,227,0
TIARNA,0,414,414,0
TIFFANY,0,4063,4063,0
TILDA,0,202,202,0
TILLIE,0,1263,1263,0
TILLY,0,8485,8485,0
TILLY-MAE,0,223,223,0
TINA,0,630,630,0
TIYA,0,250,250,0
TORI,0,1178,1178,0
TRACEY,0,213,213,0
TRACY,0,268,268,0
TRISHA,0,336,336,0
TULISA,0,309,309,0
TYRA,0,890,890,0
UMA,0,396,396,0
UMAIMAH,0,216,216,0
UMAIZA,0,227,227,0
UMAYMAH,0,353,353,0
UMME,0,285,285,0
UNA,0,358,358,0
URSULA,0,379,379,0
UZMA,0,337,337,0
VALENTINA,0,1255,1255,0
VALERIE,0,404,404,0
VANESA,0,348,348,0
VANESSA,0,2912,2912,0
VERA,0,251,251,0
VERITY,0,2329,2329,0
VERONICA,0,944,944,0
VERONIKA,0,320,320,0
VICKY,0,340,340,0
VICTORIA,0,15535,15535,0
VIENNA,0,507,507,0
VIKTORIA,0,415,415,0
VIOLA,0,245,245,0
VIOLET,0,5644,5644,0
VIRGINIA,0,226,226,0
VIVIEN,0,334,334,0
VIVIENNE,0,736,736,0
WENDY,0,381,381,0
WERONIKA,0,607,607,0
WHITNEY,0,783,783,0
WIKTORIA,0,1173,1173,0
WINIFRED,0,390,390,0
WINNIE,0,424,424,0
XANTHE,0,810,810,0
XENA,0,253,253,0
YAGMUR,0,210,210,0
YANA,0,224,224,0
YARA,0,639,639,0
YASEMIN,0,454,454,0
YASMEEN,0,348,348,0
YASMIN,0,8682,8682,0
YASMINA,0,294,294,0
YASMINE,0,1951,1951,0
YAZMIN,0,692,692,0
YOLANDA,0,245,245,0
YUMNA,0,318,318,0
YUSRA,0,1344,1344,0
YVETTE,0,230,230,0
YVIE,0,342,342,0
YVONNE,0,290,290,0
ZAARA,0,624,624,0
ZAHARA,0,266,266,0
ZAHRA,0,5457,5457,0
ZAHRAA,0,747,747,0
ZAHRAH,0,509,509,0
ZAINA,0,1018,1018,0
ZAINAB,0,6236,6236,0
ZAKIA,0,219,219,0
ZARA,0,12622,12622,0
ZARAH,0,831,831,0
ZAYNA,0,524,524,0
ZAYNAB,0,2362,2362,0
ZAYNAH,0,1068,1068,0
ZEENAT,0,320,320,0
ZEHRA,0,265,265,0
ZEINAB,0,204,204,0
ZENA,0,368,368,0
ZENAB,0,216,216,0
ZEYNEP,0,463,463,0
ZIVA,0,229,229,0
ZOE,0,19279,19279,0
ZOEY,0,560,560,0
ZOFIA,0,1432,1432,0
ZOHA,0,575,575,0
ZOHRA,0,226,226,0
ZOYA,0,2210,2210,0
ZUNAIRA,0,301,301,0
ZUNAIRAH,0,447,447,0
ZUZANNA,0,2652,2652,0
